2	A1BG	9
8	A1CF	15
3	A2M	36
5	A2ML1	38
2	A3GALT2	5
3	A4GALT	3
1	A4GNT	3
5	AAAS	17
12	AACS	21
2	AADAC	5
1	AADACL2	5
2	AADACL3	4
1	AADACL4	4
7	AADAT	17
3	AAED1	6
4	AAGAB	12
3	AAK1	23
8	AAMDC	11
5	AAMP	11
3	AANAT	8
3	AAR2	5
1	AARD	2
2	AARS	22
1	AARS2	21
2	AARSD1	11
6	AASDH	15
3	AASDHPPT	7
2	AASS	24
3	AATF	12
3	AATK	15
9	ABAT	21
1	ABBA01057584.1	1
3	ABCA1	51
6	ABCA10	41
3	ABCA12	54
4	ABCA13	62
6	ABCA2	50
3	ABCA3	33
4	ABCA4	53
8	ABCA5	42
2	ABCA6	39
6	ABCA7	47
4	ABCA8	41
5	ABCA9	40
3	ABCB1	29
1	ABCB10	13
1	ABCB11	28
7	ABCB4	33
4	ABCB5	30
3	ABCB6	19
6	ABCB7	17
9	ABCB8	20
16	ABCB9	18
7	ABCC1	32
4	ABCC10	24
6	ABCC11	32
4	ABCC12	30
2	ABCC2	32
4	ABCC3	33
5	ABCC4	34
7	ABCC5	32
2	ABCC6	31
3	ABCC8	39
6	ABCC9	43
6	ABCD1	22
1	ABCD2	10
5	ABCD3	25
6	ABCD4	18
2	ABCE1	17
31	ABCF1	175
4	ABCF2	17
2	ABCF3	21
8	ABCG1	22
4	ABCG2	18
5	ABCG4	15
3	ABCG5	12
1	ABCG8	13
2	ABHD1	9
3	ABHD10	6
8	ABHD11	12
6	ABHD12	16
3	ABHD12B	13
1	ABHD13	2
4	ABHD14A	6
1	ABHD14A-ACY1	10
6	ABHD14B	4
1	ABHD15	2
27	ABHD16A	147
1	ABHD16B	1
3	ABHD17A	6
2	ABHD17B	5
3	ABHD17C	4
6	ABHD2	16
5	ABHD3	11
4	ABHD4	8
4	ABHD5	10
4	ABHD6	12
3	ABHD8	7
14	ABI1	13
10	ABI2	12
4	ABI3	7
22	ABI3BP	69
3	ABL1	12
9	ABL2	14
8	ABLIM1	28
13	ABLIM2	25
7	ABLIM3	23
1	ABO	7
16	ABR	31
1	ABRA	2
2	ABRACL	3
2	ABT1	6
4	ABTB1	12
2	ABTB2	17
1	AC000003.2	1
1	AC002310.13	NA
1	AC002321.1	2
1	AC002321.2	9
1	AC002365.1	2
1	AC002451.1	1
1	AC002472.1	2
3	AC002472.13	11
1	AC002553.1	4
1	AC003002.4	NA
2	AC003002.6	2
1	AC003006.7	1
1	AC003043.1	2
4	AC003070.1	22
1	AC003101.1	3
1	AC003102.1	NA
1	AC004017.1	1
1	AC004076.7	2
1	AC004076.9	4
1	AC004231.7	7
12	AC004381.6	20
1	AC004466.1	1
1	AC004528.1	2
1	AC004817.1	1
1	AC004824.2	6
1	AC004899.1	1
1	AC005003.1	1
2	AC005008.2	6
1	AC005082.1	3
1	AC005358.1	6
1	AC005477.1	1
1	AC005481.5	2
1	AC005488.1	3
1	AC005493.1	3
1	AC005544.1	NA
1	AC005549.3	2
1	AC005606.1	NA
1	AC005609.1	1
1	AC005609.3	1
1	AC005841.1	3
1	AC006014.1	3
3	AC006116.20	10
1	AC006126.3	4
1	AC006132.1	1
3	AC006156.1	11
1	AC006372.1	1
1	AC006435.1	3
1	AC006449.1	NA
1	AC006455.1	1
1	AC006486.1	1
1	AC006486.9	4
1	AC006538.4	NA
2	AC006547.14	9
1	AC006946.15	4
1	AC006967.1	1
2	AC007040.11	10
1	AC007204.1	3
1	AC007216.2	2
1	AC007375.1	NA
1	AC007377.1	2
1	AC007382.1	1
5	AC007390.5	6
1	AC007401.2	2
1	AC007405.2	1
1	AC007421.1	1
1	AC007431.1	1
1	AC007461.1	1
1	AC007557.1	2
1	AC007773.3	1
1	AC007919.2	1
1	AC007952.1	2
4	AC007952.5	3
3	AC007952.6	2
1	AC007956.1	1
1	AC007965.1	3
1	AC008060.7	2
1	AC008132.1	9
1	AC008132.13	2
1	AC008267.1	1
1	AC008271.1	4
1	AC008372.1	2
1	AC008387.1	2
1	AC008394.1	2
1	AC008443.1	NA
1	AC008498.1	1
1	AC008686.1	7
1	AC008914.1	2
1	AC008948.1	NA
1	AC008964.1	NA
1	AC009041.2	1
1	AC009060.1	1
1	AC009065.1	1
1	AC009365.3	5
1	AC009403.2	3
1	AC009802.1	2
4	AC009892.10	8
1	AC009977.1	2
1	AC010327.2	NA
1	AC010336.1	NA
1	AC010368.2	2
1	AC010441.1	NA
1	AC010536.1	1
1	AC010614.1	1
1	AC010646.3	4
1	AC010760.1	2
1	AC010877.1	5
1	AC011043.1	3
1	AC011239.1	2
1	AC011294.3	3
1	AC011298.1	1
1	AC011308.1	NA
1	AC011366.3	3
1	AC011475.1	2
1	AC011484.1	NA
1	AC011500.1	3
2	AC011530.4	2
1	AC011551.3	5
1	AC011755.1	1
1	AC011841.1	1
1	AC011897.1	1
1	AC011997.1	3
1	AC012067.1	2
1	AC012123.1	2
1	AC012215.1	NA
1	AC012313.1	1
1	AC012314.1	17
5	AC012314.2	18
1	AC012314.3	5
1	AC012360.1	2
1	AC012360.2	NA
1	AC012414.1	1
1	AC012485.1	2
1	AC012493.2	1
1	AC012616.1	4
1	AC013269.5	5
1	AC013449.1	1
1	AC013468.1	2
1	AC013469.1	2
1	AC015660.1	1
1	AC015987.2	NA
1	AC015989.1	2
1	AC015989.2	1
1	AC016251.1	1
1	AC016559.1	1
1	AC016586.1	1
2	AC016722.1	4
1	AC016722.2	2
1	AC016745.1	1
1	AC016752.1	3
4	AC016757.3	4
1	AC016885.1	2
1	AC017028.1	2
1	AC017081.1	1
1	AC017104.2	3
1	AC018445.1	1
1	AC018470.1	1
1	AC018512.1	2
1	AC018630.1	1
1	AC018630.2	1
1	AC018692.2	2
1	AC018755.1	2
2	AC018816.3	5
1	AC018867.1	2
1	AC018867.2	1
1	AC019171.1	1
1	AC019173.1	10
1	AC019206.1	2
1	AC019294.1	1
1	AC019319.1	4
1	AC020629.1	1
1	AC020766.1	9
1	AC020907.1	1
1	AC020922.1	2
1	AC020952.1	1
1	AC021218.2	2
1	AC021860.1	4
1	AC022210.1	2
1	AC022400.2	1
1	AC022431.2	6
1	AC022498.1	1
1	AC022532.1	1
1	AC022819.2	3
1	AC023469.1	5
1	AC023590.1	2
1	AC023632.1	1
1	AC024257.1	1
1	AC024580.1	2
2	AC024592.12	2
1	AC024940.1	1
1	AC025262.1	NA
1	AC025278.1	1
2	AC025287.1	4
1	AC026202.1	1
1	AC026310.1	1
1	AC026369.1	2
1	AC026407.1	1
1	AC026461.1	2
1	AC026703.1	NA
1	AC026740.1	3
1	AC027228.1	1
1	AC027307.3	1
1	AC027309.1	1
6	AC027763.2	6
1	AC036108.1	5
1	AC037199.1	1
3	AC037459.4	5
1	AC037482.2	1
1	AC037482.3	1
1	AC040160.1	1
1	AC040977.1	NA
1	AC051642.1	2
1	AC055736.1	1
1	AC061975.10	2
1	AC061992.1	1
3	AC062017.1	3
2	AC064874.1	5
1	AC068039.1	2
1	AC068533.7	11
1	AC068620.1	1
1	AC068987.1	NA
1	AC069368.3	6
1	AC069547.1	1
1	AC069547.2	1
1	AC073063.1	1
1	AC073107.1	10
1	AC073188.1	1
1	AC073333.1	1
1	AC073342.1	NA
5	AC073343.1	14
1	AC073528.1	3
1	AC073569.1	1
1	AC073610.5	1
1	AC073657.1	2
1	AC074091.13	2
1	AC074212.3	15
1	AC074389.6	2
1	AC078925.1	2
1	AC079210.1	1
1	AC079341.1	1
3	AC079354.1	23
1	AC079354.2	1
1	AC079602.1	1
1	AC079612.1	2
1	AC083862.1	1
1	AC084121.16	4
1	AC087239.1	3
1	AC087477.1	1
1	AC087645.1	3
1	AC090186.1	NA
1	AC090427.1	4
1	AC090574.1	1
1	AC090616.2	2
1	AC090673.2	3
1	AC091150.1	1
2	AC091738.3	15
4	AC091801.1	7
1	AC091948.1	2
1	AC092118.1	3
1	AC092291.2	1
1	AC092384.1	2
2	AC092675.3	5
1	AC092687.4	3
1	AC092782.1	2
1	AC092811.1	1
1	AC092850.1	1
1	AC092964.1	4
1	AC092964.2	1
1	AC093157.1	NA
1	AC093323.1	1
1	AC093677.1	1
1	AC093802.1	3
1	AC096582.1	2
1	AC096644.1	3
1	AC096677.1	1
1	AC097381.1	1
1	AC099344.1	1
1	AC099552.4	3
1	AC102948.2	3
1	AC103801.2	NA
1	AC103809.2	1
1	AC104057.1	3
1	AC104057.2	6
1	AC104472.1	1
2	AC104534.3	7
1	AC104667.3	3
1	AC104794.4	3
7	AC104809.3	31
1	AC104841.2	NA
1	AC105020.1	1
1	AC106017.1	2
1	AC106873.4	2
1	AC106876.2	2
1	AC107021.1	1
1	AC108868.1	2
1	AC109135.1	21
1	AC109583.1	2
1	AC109829.1	5
1	AC110084.1	3
1	AC110615.1	1
2	AC110619.2	2
1	AC110771.1	1
2	AC110781.3	2
1	AC110792.1	1
2	AC111200.1	2
1	AC112205.1	NA
2	AC112218.1	10
1	AC112693.2	1
1	AC112715.2	2
1	AC112721.1	3
1	AC114494.1	1
1	AC114494.2	1
1	AC114546.1	NA
5	AC114783.1	8
1	AC115618.1	1
1	AC115618.2	1
1	AC116407.2	1
1	AC117395.1	1
1	AC117834.1	NA
1	AC118758.1	5
1	AC118758.3	3
2	AC118758.4	4
1	AC118758.5	3
1	AC118758.6	3
1	AC118758.7	3
1	AC118758.8	7
1	AC119673.1	NA
1	AC120194.1	NA
1	AC121757.1	2
1	AC124890.1	1
1	AC126327.5	14
1	AC126327.6	13
1	AC126614.1	1
1	AC127032.1	7
1	AC127032.4	2
1	AC127032.5	6
1	AC127496.1	1
1	AC129492.6	NA
3	AC131097.4	5
1	AC131935.1	1
1	AC131971.1	1
1	AC132186.1	1
1	AC132192.1	1
1	AC132216.1	1
1	AC132872.2	1
1	AC135048.1	NA
1	AC135178.1	1
1	AC135983.2	1
1	AC136297.1	NA
2	AC136604.1	2
1	AC137056.1	1
1	AC137932.1	1
1	AC138393.1	3
1	AC138517.1	1
1	AC138647.1	2
1	AC138655.1	1
4	AC138688.1	13
1	AC138688.2	4
1	AC138688.3	4
1	AC138688.4	3
1	AC138688.5	2
5	AC138969.4	10
5	AC139100.2	6
1	AC139426.2	1
1	AC139677.1	7
3	AC139677.10	12
1	AC139677.2	3
1	AC139677.4	2
3	AC139677.5	15
1	AC139677.6	6
3	AC139677.7	7
1	AC139677.9	2
1	AC139768.1	2
1	AC140061.12	2
3	AC140481.2	4
1	AC142381.1	1
2	AC144568.2	2
1	AC145205.1	1
1	AC145212.1	2
1	AC145676.2	1
1	AC174470.1	NA
1	AC187652.1	7
1	AC211429.1	11
1	AC211476.1	3
1	AC211486.1	3
1	AC217770.2	2
1	AC217770.3	1
1	AC217772.1	14
1	AC217775.1	4
1	AC217775.2	4
3	AC217778.1	15
1	AC217778.2	1
10	AC217779.2	17
1	AC225613.4	1
1	AC225613.5	2
1	AC225613.7	4
1	AC226150.4	1
1	AC231657.1	6
1	AC233294.1	20
1	AC233297.1	2
2	AC234791.1	11
1	AC239799.1	86
1	AC239802.1	1
1	AC239803.1	1
2	AC239811.1	7
1	AC239811.2	21
1	AC239860.1	13
1	AC240441.1	4
1	AC240441.2	4
1	AC240565.1	3
1	AC240565.2	5
1	AC241377.1	1
1	AC241585.1	1
1	AC241585.3	1
1	AC241929.1	10
1	AC241952.1	1
1	AC242426.1	9
1	AC242842.1	1
1	AC242842.2	19
1	AC242988.1	2
1	AC243428.1	1
1	AC243547.1	7
1	AC243756.1	1
1	AC243756.2	2
1	AC243772.2	1
1	AC243960.1	7
1	AC244102.1	9
1	AC244163.1	1
1	AC244163.2	1
1	AC244230.1	12
1	AC244230.2	3
1	AC244230.3	4
1	AC244394.1	25
1	AC244452.1	2
1	AC244517.1	1
1	AC244669.1	1
1	AC245052.1	13
1	AC245052.2	15
1	AC245100.1	1
1	AC245150.1	17
1	AC245177.1	14
1	AC245177.2	2
1	AC245389.1	2
1	AC245884.1	14
1	AC245884.2	10
1	AC245884.3	16
1	AC246785.1	1
1	AC246787.5	2
1	AC247039.1	1
1	AC253572.1	22
1	AC253572.2	6
1	AC253576.3	1
1	AC253578.1	1
7	ACAA1	11
6	ACAA2	12
14	ACACA	64
6	ACACB	56
9	ACAD10	27
4	ACAD11	20
5	ACAD8	13
2	ACAD9	17
1	ACADL	11
5	ACADM	13
2	ACADS	11
3	ACADSB	12
8	ACADVL	21
7	ACAN	19
7	ACAP1	23
5	ACAP2	26
2	ACAP3	24
4	ACAT1	14
2	ACAT2	8
1	ACBD3	8
7	ACBD4	12
7	ACBD5	14
1	ACBD6	8
1	ACBD7	4
4	ACCS	16
1	ACCSL	14
5	ACD	11
10	ACE	44
2	ACE2	19
1	ACER1	6
2	ACER2	7
6	ACER3	14
10	ACHE	8
9	ACIN1	19
7	ACKR2	7
2	ACKR3	3
1	ACKR4	2
9	ACLY	59
3	ACMSD	11
2	ACN9	3
3	ACO1	22
2	ACO2	14
2	ACOT1	3
2	ACOT11	18
2	ACOT12	15
2	ACOT13	4
2	ACOT2	4
1	ACOT4	3
2	ACOT6	4
8	ACOT7	14
4	ACOT8	6
5	ACOT9	19
7	ACOX1	15
3	ACOX2	15
4	ACOX3	19
7	ACOXL	22
5	ACP1	6
9	ACP2	12
9	ACP5	7
4	ACP6	22
9	ACPL2	13
5	ACPP	11
2	ACPT	11
2	ACR	6
4	ACRBP	10
2	ACRC	13
10	ACRV1	4
6	ACSBG1	19
8	ACSBG2	17
6	ACSF2	17
11	ACSF3	16
10	ACSL1	27
7	ACSL3	20
8	ACSL4	18
6	ACSL5	24
18	ACSL6	29
5	ACSM1	16
10	ACSM2A	16
10	ACSM2B	17
10	ACSM3	17
1	ACSM4	13
2	ACSM5	14
5	ACSS1	15
7	ACSS2	22
4	ACSS3	17
2	ACTA1	7
4	ACTA2	10
5	ACTB	10
1	ACTBL2	1
1	ACTC1	7
18	ACTG1	14
5	ACTG2	11
1	ACTL10	1
4	ACTL6A	14
2	ACTL6B	14
1	ACTL7A	1
1	ACTL7B	1
1	ACTL8	3
2	ACTL9	2
14	ACTN1	26
3	ACTN2	22
6	ACTN4	24
2	ACTR10	13
4	ACTR1A	11
1	ACTR1B	11
3	ACTR2	11
3	ACTR3	13
4	ACTR3B	12
5	ACTR3C	8
1	ACTR5	9
5	ACTR6	12
5	ACTR8	14
1	ACTRT1	1
1	ACTRT2	1
1	ACTRT3	2
9	ACVR1	18
6	ACVR1B	12
4	ACVR1C	10
3	ACVR2A	11
1	ACVR2B	11
6	ACVRL1	11
6	ACY1	6
2	ACY3	8
6	ACYP1	6
7	ACYP2	12
2	ADA	11
5	ADAD1	13
3	ADAD2	11
5	ADAL	12
7	ADAM10	17
2	ADAM11	28
3	ADAM12	24
11	ADAM15	24
2	ADAM17	19
4	ADAM18	20
5	ADAM19	25
4	ADAM2	21
1	ADAM20	2
2	ADAM21	2
10	ADAM22	34
4	ADAM23	27
6	ADAM28	24
7	ADAM29	5
1	ADAM30	1
7	ADAM32	27
3	ADAM33	22
4	ADAM7	25
4	ADAM8	24
3	ADAM9	22
3	ADAMDEC1	15
4	ADAMTS1	12
5	ADAMTS10	52
3	ADAMTS12	24
11	ADAMTS13	60
2	ADAMTS14	22
1	ADAMTS15	8
2	ADAMTS16	23
3	ADAMTS17	24
3	ADAMTS18	24
1	ADAMTS19	23
2	ADAMTS2	23
4	ADAMTS20	40
1	ADAMTS3	22
2	ADAMTS4	8
1	ADAMTS5	8
3	ADAMTS6	26
1	ADAMTS7	24
1	ADAMTS8	9
4	ADAMTS9	41
8	ADAMTSL1	31
3	ADAMTSL2	20
2	ADAMTSL3	30
4	ADAMTSL4	20
1	ADAMTSL4-AS1	1
4	ADAMTSL5	13
9	ADAP1	17
6	ADAP2	11
4	ADAR	16
6	ADARB1	13
3	ADARB2	10
6	ADAT1	13
2	ADAT2	7
3	ADAT3	2
6	ADC	13
3	ADCK1	11
4	ADCK2	10
5	ADCK3	21
12	ADCK4	17
5	ADCK5	33
2	ADCY1	22
4	ADCY10	33
3	ADCY2	27
9	ADCY3	21
7	ADCY4	25
5	ADCY5	27
4	ADCY6	22
8	ADCY7	27
3	ADCY8	19
3	ADCY9	12
2	ADCYAP1	5
6	ADCYAP1R1	19
13	ADD1	20
20	ADD2	42
3	ADD3	16
9	ADGB	38
1	ADH1A	9
2	ADH1B	9
6	ADH4	10
2	ADH5	9
5	ADH6	8
5	ADH7	12
4	ADHFE1	16
3	ADI1	5
3	ADIG	4
3	ADIPOQ	4
5	ADIPOR1	10
1	ADIPOR2	8
2	ADIRF	3
4	ADK	12
8	ADM	1
3	ADM2	2
1	ADM5	2
5	ADNP	7
5	ADNP2	7
1	ADO	1
